_id,minimumDepthInMeters,dynamicProperties,verbatimLatitude,month,continent,occurrenceID,latestEpochOrHighestSeries,maximumDepthInMeters,waterBody,kingdom,decimalLatitude,earliestEraOrLowestErathem,infraspecificEpithet,latestEraOrHighestErathem,recordNumber,day,individualCount,lifeStage,scientificName,lowestBiostratigraphicZone,habitat,sex,year,eventTime,latestEonOrHighestEonothem,otherCatalogNumbers,latestPeriodOrHighestSystem,specificEpithet,geodeticDatum,collectionCode,higherGeography,latestAgeOrHighestStage,formation,earliestEpochOrLowestSeries,group,highestBiostratigraphicZone,earliestAgeOrLowestStage,country,decimalLongitude,genus,family,phylum,higherClassification,islandGroup,catalogNumber,verbatimLongitude,preparations,maximumElevationInMeters,earliestEonOrLowestEonothem,modified,bed,island,minimumElevationInMeters,subgenus,institutionCode,identificationQualifier,identifiedBy,earliestPeriodOrLowestSystem,georeferenceProtocol,locality,stateProvince,member,taxonRank,typeStatus,recordedBy,class,basisOfRecord,dateIdentified,scientificNameAuthorship,order
3162838,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aricia artaxerxes salmacis (Stephens, 1831)""]}, ""preservative"": ""Dry - mounted""}",54 15 08 N,06,Europe,005a661e-980c-43f0-be88-ff2310ee2bd4,,,,,54.2523,,salmacis,,,23,,,"Aricia artaxerxes salmacis (Stephens, 1831)",,,,1922,,,NHMUK:ecatalogue:5633482,,artaxerxes,,BMNH(E),Europe; United Kingdom; England; Cumbria; Witherslack,,,,,,,United Kingdom,-2.8764,Aricia,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1387535,002 52 35 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,T M Blackman; Blackman,Insecta,Specimen,,"(Stephens, 1831)",Lepidoptera
3068207,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-21"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lycaena phlaeas eleus (Fabricius, 1798)""]}, ""preservative"": ""Dry - mounted""}",54 26 26 N,09,Europe,004c1059-e22d-4f50-a12d-e5948d8588b5,,,,,54.4406,,eleus,,,02,,,"Lycaena phlaeas eleus (Fabricius, 1798)",,,,1949,,,NHMUK:ecatalogue:5698384,,phlaeas,,BMNH(E),Europe; United Kingdom; England; Cumberland; Braystones,,,,,,,United Kingdom,-3.5326,Lycaena,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1148628,003 31 57 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"(Fabricius, 1798)",Lepidoptera
1757063,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-22"", ""gbifid"": 1265625995, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra bellargus (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",,,,004436bb-1dc9-438e-840a-0f152a6cdc88,,,,,,,,,,,,,"Lysandra bellargus (Rottemberg, 1775)",,,,,,,NHMUK:ecatalogue:5725752,,bellargus,,BMNH(E),,,,,,,,,,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1362235,,,,,2015-07-23,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3153335,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Maniola jurtina insularis ab. erymanthoides Strand, 1920""]}, ""preservative"": ""Dry - mounted""}",50 57 50 N,06,Europe,0050b486-68e1-4cc6-aba1-d017843a6baf,,,,,50.964,,insularis,,,19,,,"Maniola jurtina insularis ab. erymanthoides Strand, 1920",,,,1921,,,NHMUK:ecatalogue:3058458,,jurtina,,BMNH(E),Europe; United Kingdom; England; South Downs,,,,,,,United Kingdom,-0.5304,Maniola,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Nymphalidae,,BMNH(E)1072999,000 31 49 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,N.C.P.; N.C.P.,Insecta,Specimen,,"Strand, 1920",Lepidoptera
3081127,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",51 14 10 N,07,Europe,005ed2a6-415c-4a04-9f69-f8ea5e940f00,,,,,51.2362,,britanniae,,,22,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1908,,,NHMUK:ecatalogue:5682113,,tithonus,,BMNH(E),Europe; United Kingdom; England; Surrey; Guildford,,,,,,,United Kingdom,-0.5704,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1374462,000 34 13 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3095818,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-25"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Coenonympha tullia polydama (Haworth, 1803)""]}, ""preservative"": ""Dry - mounted""}",53 16 14 N,06,Europe,0044b138-bcd6-494e-92ce-a0383a2ef7c8,,,,,53.2706,,polydama,,,,,,"Coenonympha tullia polydama (Haworth, 1803)",,,,1930,,,NHMUK:ecatalogue:2994565,,tullia,,BMNH(E),Europe; Republic of Ireland; Galway,,,,,,,Republic of Ireland,-9.0567,Coenonympha,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1095794,009 03 24 W,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,L A E Sabine; Sabine,Insecta,Specimen,,"(Haworth, 1803)",Lepidoptera
3050520,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",,,,005030cd-0f56-4488-9480-4396f6f43db7,,,,,,,,,,,,,"Euphydryas aurinia (Rottemberg, 1775)",,,,,,,NHMUK:ecatalogue:3037604,,aurinia,,BMNH(E),,,,,,,,,,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1165026,,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3142838,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-15"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon ab. inaequalis Tutt, 1896""]}, ""preservative"": ""Dry - mounted""}",51 07 40 N,08,Europe,005216f3-19d7-4c6c-9cbd-23a52d0eaa78,,,,,51.1279,,,,,01,,,"Lysandra coridon ab. inaequalis Tutt, 1896",,,,1925,,,NHMUK:ecatalogue:5645168,,coridon,,BMNH(E),Europe; United Kingdom; England; Kent; Dover (Nr),,,,,,,United Kingdom,1.3134,Lysandra,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)1150810,001 18 48 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,H Wood; Wood,Insecta,Specimen,,"Tutt, 1896",Lepidoptera
3084283,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Polyommatus icarus icarus (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",51 02 20 N,06,Europe,00662d7f-c218-45ad-b13a-a75263cdd0f4,,,,,51.0389,,icarus,,,03,,,"Polyommatus icarus icarus (Rottemberg, 1775)",,,,1919,,,NHMUK:ecatalogue:5637491,,icarus,,BMNH(E),Europe; United Kingdom; England; Devon; Westward Ho!,,,,,,,United Kingdom,-4.2381,Polyommatus,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)1303809,004 14 17 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,H.W.; H.W.,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
1784022,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84"", ""created"": ""2014-02-26"", ""gbifid"": 1265648252, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aglais urticae (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",50 38 24 N,,Europe,00566611-972a-420a-8567-799318034121,,,,,50.6401,,,,,,,,"Aglais urticae (Linnaeus, 1758)",,,,,,,NHMUK:ecatalogue:3016418,,urticae,,BMNH(E),Europe; United Kingdom; England; Dorset; Corfe Castle,,,,,,,United Kingdom,-2.0588,Aglais,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Nymphalinae,,BMNH(E)1057067,002 03 32 W,,,,2015-08-14,,,,,NHMUK,,,,,,England,,,,R W Watson; Watson; M B. Watson; Watson,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
1765696,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2014-02-26"", ""gbifid"": 1265630895, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia f. hibernica Birchall, 1873""]}, ""preservative"": ""Dry - mounted""}",53 32 04 N,,Europe,005f6c34-fc9a-44e6-b20f-d396cc9436fa,,,,,53.5345,,,,,,,,"Euphydryas aurinia f. hibernica Birchall, 1873",,,,,,,NHMUK:ecatalogue:2999399,,aurinia,,BMNH(E),Europe; Republic of Ireland; Westmeath,,,,,,,Republic of Ireland,-7.4653,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1108487,007 27 55 W,,,,2015-08-13,,,,,NHMUK,,,,,,,,,,L W Newman; Newman,Insecta,Specimen,,"Birchall, 1873",Lepidoptera
1773642,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84"", ""created"": ""2015-07-17"", ""gbifid"": 1265638530, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra bellargus (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",51 04 53 N,09,Europe,0063983a-3357-43a1-b60b-442d53f6a214,,,,,51.0814,,,,,15,,,"Lysandra bellargus (Rottemberg, 1775)",,,,1927,,,NHMUK:ecatalogue:5668912,,bellargus,,BMNH(E),Europe; United Kingdom; England; Kent; Folkestone,,,,,,,United Kingdom,1.1695,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1370480,001 10 10 E,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,W Rait Smith; Rait Smith,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
1741193,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84"", ""created"": ""2015-07-14"", ""gbifid"": 1265611778, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",50 59 29 N,,Europe,006526ae-abd5-4179-a445-a699746b09af,,,,,50.9914,,,,,,,,"Euphydryas aurinia (Rottemberg, 1775)",,,,,,,NHMUK:ecatalogue:5628254,,aurinia,,BMNH(E),Europe; United Kingdom; England; Devon,,,,,,,United Kingdom,-4.0033,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1107737,004 00 12 W,,,,2015-08-18,,,,,NHMUK,,,,,North Devon,England,,,,N A Watkins; Watkins,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3072669,,"{""recordtype"": ""Specimen"", ""created"": ""2013-12-02"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Boloria selene selene ab. bernhardi Schulze, 1918""]}, ""preservative"": ""Dry - mounted""}",51 14 51 N,06,Europe,00576b27-d189-4e98-8ed6-cd1671d20048,,,,,51.2475,,selene,,,05,,,"Boloria selene selene ab. bernhardi Schulze, 1918",,,,1922,,,NHMUK:ecatalogue:2888100,,selene,,BMNH(E),Europe; United Kingdom; England; Hampshire,,,,,,,United Kingdom,-1.2175,Boloria,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Nymphalidae,,BMNH(E)1174595,001 13 03 W,,,,2016-06-16,,,,,NHMUK,,,,,Basingstoke and Deane District,England,,,,A Russell; Russell,Insecta,Specimen,,"Schulze, 1918",Lepidoptera
1776850,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84"", ""created"": ""2013-12-02"", ""gbifid"": 1265641802, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aphantopus hyperantus (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",50 31 19 N,,Europe,00431eb3-333c-4f5a-9bc0-cf505d5695a4,,,,,50.5219,,,,,,,,"Aphantopus hyperantus (Linnaeus, 1758)",,,,,,,NHMUK:ecatalogue:2889664,,hyperantus,,BMNH(E),Europe; United Kingdom; England; Cornwall,,,,,,,United Kingdom,-4.8234,Aphantopus,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1046434,004 49 24 W,,,,2015-08-13,,,,,NHMUK,,,,,North Cornwall,England,,,,,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
3080240,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-25"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",51 18 24 N,07,Europe,005fa576-c617-4997-ad60-cdf68f90bd79,,,,,51.3068,,britanniae,,,17,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1964,,,NHMUK:ecatalogue:2990709,,tithonus,,BMNH(E),Europe; United Kingdom; England; Surrey; Ashtead Park,,,,,,,United Kingdom,-0.286,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1091914,000 17 10 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,A Palmer; Palmer,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3040141,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-21"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aricia artaxerxes salmacis (Stephens, 1831)""]}, ""preservative"": ""Dry - mounted""}",54 26 51 N,07,Europe,004b5e9f-5bf8-412a-82d7-ca6060dccd9f,,,,,54.4476,,salmacis,,,,,,"Aricia artaxerxes salmacis (Stephens, 1831)",,,,1929,,,NHMUK:ecatalogue:5699345,,artaxerxes,,BMNH(E),Europe; United Kingdom; England; Westmorland,,,,,,,United Kingdom,-2.6403,Aricia,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1383944,002 38 25 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,C Greenwood; Greenwood,Insecta,Specimen,,"(Stephens, 1831)",Lepidoptera
3075911,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia f. hibernica Birchall, 1873""]}, ""preservative"": ""Dry - mounted""}",51 46 11 N,06,Europe,005fda9e-57b2-4a7f-bce2-3295a3999801,,,,,51.7696,,,,,15,,,"Euphydryas aurinia f. hibernica Birchall, 1873",,,,1936,,,NHMUK:ecatalogue:3053846,,aurinia,,BMNH(E),Europe; Republic of Ireland; Kerry; Caherdaniel,,,,,,,Republic of Ireland,-10.0996,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1165040,010 05 59 W,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,Dr S Kemp; Kemp,Insecta,Specimen,,"Birchall, 1873",Lepidoptera
3125477,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-22"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Polyommatus icarus icarus (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",51 21 59 N,06,Europe,006080d1-19a1-4632-81a1-99cbbe1ec70e,,,,,51.3665,,icarus,,,03,,,"Polyommatus icarus icarus (Rottemberg, 1775)",,,,1906,,,NHMUK:ecatalogue:5729610,,icarus,,BMNH(E),Europe; United Kingdom; England; Kent; Eynsford,,,,,,,United Kingdom,0.2115,Polyommatus,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)1297648,000 12 41 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3080093,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-22"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pieris napi sabellicae Stephens, 1827""]}, ""preservative"": ""Dry - mounted""}",50 37 04 N,05,Europe,005eac20-bb12-46f8-92da-be3f3ef5b498,,,,,50.6178,,sabellicae,,,02,,,"Pieris napi sabellicae Stephens, 1827",,,,1931,,,NHMUK:ecatalogue:5733938,,napi,,BMNH(E),Europe; United Kingdom; England; Devon; Lustleigh,,,,,,,United Kingdom,-3.7202,Pieris,Pieridae,,Insecta; Lepidoptera; Papilionoidea; Pieridae; Pierinae,,BMNH(E)1139246,003 43 13 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,R.C.L.P.; R.C.L.P.,Insecta,Specimen,,"Stephens, 1827",Lepidoptera
3057031,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-13"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aricia artaxerxes salmacis (Stephens, 1831)""]}, ""preservative"": ""Dry - mounted""}",54 41 00 N,07,Europe,0064f702-cd00-490f-9244-59415fbfe829,,,,,54.6833,,salmacis,,,18,,,"Aricia artaxerxes salmacis (Stephens, 1831)",,,,1915,,,NHMUK:ecatalogue:5621314,,artaxerxes,,BMNH(E),Europe; United Kingdom; England; Durham,,,,,,,United Kingdom,-2.0697,Aricia,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1390250,002 04 11 W,,,,2016-06-16,,,,,NHMUK,,,,,East Durham,England,,,,,Insecta,Specimen,,"(Stephens, 1831)",Lepidoptera
3068962,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-13"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Polyommatus icarus icarus ab. nigromaculata Cockerell, 1889""]}, ""preservative"": ""Dry - mounted""}",56 39 17 N,,Europe,005f040c-63b3-43e1-a7e2-fd2e53905182,,,,,56.6548,,icarus,,,,,,"Polyommatus icarus icarus ab. nigromaculata Cockerell, 1889",,,,1913,,,NHMUK:ecatalogue:5624197,,icarus,,BMNH(E),Europe; United Kingdom; Scotland,,,,,,,United Kingdom,-4.2878,Polyommatus,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)501340,004 17 16 W,,,,2016-06-16,,,,,NHMUK,,,,,Rannoch,Scotland,,,,F Pennington; Pennington,Insecta,Specimen,,"Cockerell, 1889",Lepidoptera
3049433,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-10"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pieris napi sabellicae ab. deficiens Rocci, 1919""]}, ""preservative"": ""Dry - mounted""}",51 04 18 N,07,Europe,004b7fab-2d18-4a58-844b-454a235e6c9f,,,,,51.0717,,sabellicae,,,11,,,"Pieris napi sabellicae ab. deficiens Rocci, 1919",,,,1939,,,NHMUK:ecatalogue:5610544,,napi,,BMNH(E),Europe; United Kingdom; England; Kent; Hythe,,,,,,,United Kingdom,1.0819,Pieris,Pieridae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Pieridae,,BMNH(E)1133021,001 04 55 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,J D. Bowdler; Bowdler; B W. Bowdler; Bowdler,Insecta,Specimen,,"Rocci, 1919",Lepidoptera
3027836,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aricia agestis x artaxerxes""]}, ""preservative"": ""Dry - mounted""}",,,,0061ef26-a53f-4398-9b66-3e3b1474e6d4,,,,,,,,,,,,,Aricia agestis x artaxerxes,,,,,,,NHMUK:ecatalogue:5696804,,agestis x artaxerxes,,BMNH(E),,,,,,,,,,Aricia,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)1385648,,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,,Lepidoptera
3140524,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Argynnis paphia (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",50 52 35 N,,Europe,00580916-f5f0-40a5-8eb0-feb778111755,,,,,50.8765,,,,,,,,"Argynnis paphia (Linnaeus, 1758)",,,,1906,,,NHMUK:ecatalogue:5685384,,paphia,,BMNH(E),Europe; United Kingdom; England; Hampshire; New Forest National Park,,,,,,,United Kingdom,-1.6315,Argynnis,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Heliconiinae,,BMNH(E)1112316,001 37 53 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,C Gulliver; Gulliver,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
3062759,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-21"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lycaena phlaeas eleus (Fabricius, 1798)""]}, ""preservative"": ""Dry - mounted""}",50 15 05 N,10,Europe,005777d0-d6f0-4238-8746-3e793248b00b,,,,,50.2514,,eleus,,,06,,,"Lycaena phlaeas eleus (Fabricius, 1798)",,,,1961,,,NHMUK:ecatalogue:5711536,,phlaeas,,BMNH(E),Europe; United Kingdom; England; Cornwall,,,,,,,United Kingdom,-5.1414,Lycaena,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1291821,005 08 29 W,,,,2016-06-16,,,,,NHMUK,,,,,West Cornwall,England,,,,N A Watkins; Watkins,Insecta,Specimen,,"(Fabricius, 1798)",Lepidoptera
3133934,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-17"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",51 14 47 N,05,Europe,004a194d-005d-47b9-8204-d96cf03c23c1,,,,,51.2463,,,,,23,,,"Euphydryas aurinia (Rottemberg, 1775)",,,,1950,,,NHMUK:ecatalogue:5670330,,aurinia,,BMNH(E),Europe; United Kingdom; England; Surrey; Merrow,,,,,,,United Kingdom,-0.5279,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1107845,000 31 40 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,G F C Woollett; Woollett,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3072331,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-26"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",51 16 31 N,07,Europe,004ad66f-bed6-476e-89d4-d7c3925d8f6a,,,,,51.2753,,britanniae,,,,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1928,,,NHMUK:ecatalogue:3021770,,tithonus,,BMNH(E),Europe; United Kingdom; England; Kent; Canterbury,,,,,,,United Kingdom,1.0461,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1090760,001 02 46 E,,,,2016-06-16,,,,,NHMUK,,,,,West,England,,,,,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3054824,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Leptidea sinapis sinapis Linnaeus, 1758""]}, ""preservative"": ""Dry - mounted""}",51 18 33 N,06,Europe,004413fb-1df6-437c-9d7d-4227dfdba1d7,,,,,51.3093,,sinapis,,,,,,"Leptidea sinapis sinapis Linnaeus, 1758",,,,1927,,,NHMUK:ecatalogue:5637656,,sinapis,,BMNH(E),Europe; United Kingdom; England; Surrey; Warlingham,,,,,,,United Kingdom,-0.0559,Leptidea,Pieridae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Pieridae,,BMNH(E)1123213,000 03 21 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,P J. Bell; Bell,Insecta,Specimen,,"Linnaeus, 1758",Lepidoptera
3081009,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-10"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon (Poda, 1761)""]}, ""preservative"": ""Dry - mounted""}",51 04 08 N,08,Europe,004e9617-ab83-4cf3-b68c-17914d8f1104,,,,,51.0688,,,,,,,,"Lysandra coridon (Poda, 1761)",,,,1922,,,NHMUK:ecatalogue:5612202,,coridon,,BMNH(E),Europe; United Kingdom; England; Wiltshire; Salisbury,,,,,,,United Kingdom,-1.7945,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1157445,001 47 40 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,H Haynes; Haynes,Insecta,Specimen,,"(Poda, 1761)",Lepidoptera
3153658,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-21"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Colias hyale (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",50 57 50 N,08,Europe,004f2d6b-e9e9-4f37-b9cc-828db870f13d,,,,,50.964,,,,,04,,,"Colias hyale (Linnaeus, 1758)",,,,1945,,,NHMUK:ecatalogue:5717032,,hyale,,BMNH(E),Europe; United Kingdom; England; South Downs,,,,,,,United Kingdom,-0.5304,Colias,Pieridae,,Insecta; Lepidoptera; Papilionoidea; Pieridae; Coliadinae,,BMNH(E)1129653,000 31 49 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,N.C.P.; N.C.P.,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
