_id,minimumDepthInMeters,dynamicProperties,verbatimLatitude,month,continent,occurrenceID,latestEpochOrHighestSeries,maximumDepthInMeters,waterBody,kingdom,decimalLatitude,earliestEraOrLowestErathem,infraspecificEpithet,latestEraOrHighestErathem,recordNumber,day,individualCount,lifeStage,scientificName,lowestBiostratigraphicZone,habitat,sex,year,eventTime,latestEonOrHighestEonothem,otherCatalogNumbers,latestPeriodOrHighestSystem,specificEpithet,geodeticDatum,collectionCode,higherGeography,latestAgeOrHighestStage,formation,earliestEpochOrLowestSeries,group,highestBiostratigraphicZone,earliestAgeOrLowestStage,country,decimalLongitude,genus,family,phylum,higherClassification,islandGroup,catalogNumber,verbatimLongitude,preparations,maximumElevationInMeters,earliestEonOrLowestEonothem,modified,bed,island,minimumElevationInMeters,subgenus,institutionCode,identificationQualifier,identifiedBy,earliestPeriodOrLowestSystem,georeferenceProtocol,locality,stateProvince,member,taxonRank,typeStatus,recordedBy,class,basisOfRecord,dateIdentified,scientificNameAuthorship,order
1765042,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2015-07-21"", ""gbifid"": 1265630232, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra bellargus ab. disco-elongata Courvoisier, 1911""]}, ""preservative"": ""Dry - mounted""}",50 58 26 N,09,Europe,0021fc53-f2ed-4e63-85a8-798ee19fe6fd,,,,,50.9739,,,,,02,,,"Lysandra bellargus ab. disco-elongata Courvoisier, 1911",,,,1940,,,NHMUK:ecatalogue:5706573,,bellargus,,BMNH(E),Europe; United Kingdom; England; Sussex,,,,,,,United Kingdom,-0.0443,Lysandra,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Lycaenidae,,BMNH(E)1362375,000 02 39 W,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,J.N.M.; J.N.M.,Insecta,Specimen,,"Courvoisier, 1911",Lepidoptera
1775641,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2015-07-21"", ""gbifid"": 1265640628, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyrgus malvae ab. scabellata Reverdin, 1910""]}, ""preservative"": ""Dry - mounted""}",51 36 01 N,05,Europe,0011bc71-0b7b-4bff-a50d-b477331c2c42,,,,,51.6004,,,,,23,,,"Pyrgus malvae ab. scabellata Reverdin, 1910",,,,1917,,,NHMUK:ecatalogue:5705801,,malvae,,BMNH(E),Europe; United Kingdom; England; Essex; Hockley,,,,,,,United Kingdom,0.6464,Pyrgus,Hesperiidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Hesperiidae; Pyrginae,,BMNH(E)1122382,000 38 47 E,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"Reverdin, 1910",Lepidoptera
3149707,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aglais urticae (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",51 16 21 N,07,Europe,0013196c-ed50-4d6e-9524-ee39a74d48d3,,,,,51.2724,,,,,14,,,"Aglais urticae (Linnaeus, 1758)",,,,1946,,,NHMUK:ecatalogue:5697181,,urticae,,BMNH(E),Europe; United Kingdom; England; Kent; Sevenoaks,,,,,,,United Kingdom,0.1909,Aglais,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Nymphalinae,,BMNH(E)1063790,000 11 27 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,P L. Walshe; Walshe,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
3098841,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-17"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Carterocephalus palaemon (Pallas, 1771)""]}, ""preservative"": ""Dry - mounted""}",52 19 56 N,05,Europe,001bdf3d-4b7e-48eb-9517-311854f72e39,,,,,52.3322,,,,,22,,,"Carterocephalus palaemon (Pallas, 1771)",,,,1938,,,NHMUK:ecatalogue:5669456,,palaemon,,BMNH(E),Europe; United Kingdom; England; Northamptonshire,,,,,,,United Kingdom,-0.8207,Carterocephalus,Hesperiidae,,Insecta; Lepidoptera; Hesperioidea; Hesperiidae; Heteropterinae,,BMNH(E)1380987,000 49 15 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,N A Watkins; Watkins,Insecta,Specimen,,"(Pallas, 1771)",Lepidoptera
3070152,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-13"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Coenonympha pamphilus (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",51 32 48 N,08,Europe,000ad7cf-ac1e-460c-8f53-2d2afff70f21,,,,,51.5466,,,,,20,,,"Coenonympha pamphilus (Linnaeus, 1758)",,,,1969,,,NHMUK:ecatalogue:5617856,,pamphilus,,BMNH(E),Europe; United Kingdom; England; Buckinghamshire; Black Park,,,,,,,United Kingdom,-0.5418,Coenonympha,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1338720,000 32 30 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,D McNamara; McNamara,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
3124033,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-15"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Cupido minimus (Fuessly, 1775)""]}, ""preservative"": ""Dry - mounted""}",50 46 05 N,06,Europe,0006147f-03fc-499b-b549-4919b0420319,,,,,50.768,,,,,04,,,"Cupido minimus (Fuessly, 1775)",,,,1950,,,NHMUK:ecatalogue:5645395,,minimus,,BMNH(E),Europe; United Kingdom; England; East Sussex; Eastbourne,,,,,,,United Kingdom,0.2905,Cupido,Lycaenidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Lycaenidae; Lycaeninae,,BMNH(E)1352348,000 17 26 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,A S. Wheeler; Wheeler,Insecta,Specimen,,"(Fuessly, 1775)",Lepidoptera
3056320,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon (Poda, 1761)""]}, ""preservative"": ""Dry - mounted""}",51 14 47 N,,Europe,000a3cfb-bbee-42cb-86ea-372acb417e15,,,,,51.2463,,,,,,,,"Lysandra coridon (Poda, 1761)",,,,1950,,,NHMUK:ecatalogue:5684614,,coridon,,BMNH(E),Europe; United Kingdom; England; Wiltshire,,,,,,,United Kingdom,-1.9922,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1152709,001 59 32 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,R Pitman; Pitman,Insecta,Specimen,,"(Poda, 1761)",Lepidoptera
3045958,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-26"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Euphydryas aurinia (Rottemberg, 1775)""]}, ""preservative"": ""Dry - mounted""}",,,,00081275-0aac-4610-97c8-bd6cdb93a5de,,,,,,,,,,,,,"Euphydryas aurinia (Rottemberg, 1775)",,,,,,,NHMUK:ecatalogue:3030963,,aurinia,,BMNH(E),,,,,,,,,,Euphydryas,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Nymphalinae,,BMNH(E)1084096,,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,"(Rottemberg, 1775)",Lepidoptera
3158875,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",51 47 46 N,07,Europe,000fa377-8a89-449c-adf1-8323c9c3c220,,,,,51.7961,,britanniae,,,28,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1950,,,NHMUK:ecatalogue:3053236,,tithonus,,BMNH(E),Europe; United Kingdom; England; Hertfordshire; Tring,,,,,,,United Kingdom,-0.6559,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1090440,000 39 21 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,Goodson; Goodson,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3113121,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Thymelicus lineola (Ochsenheimer, 1808)""]}, ""preservative"": ""Dry - mounted""}",51 18 24 N,07,Europe,00192045-ca43-4f6c-9f34-fa84da8707f9,,,,,51.3067,,,,,03,,,"Thymelicus lineola (Ochsenheimer, 1808)",,,,1947,,,NHMUK:ecatalogue:5628831,,lineola,,BMNH(E),Europe; United Kingdom; England; Kent; Blean,,,,,,,United Kingdom,1.0429,Thymelicus,Hesperiidae,,Insecta; Lepidoptera; Hesperioidea; Hesperiidae; Hesperiinae,,BMNH(E)1353747,001 02 34 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,A S. Wheeler; Wheeler,Insecta,Specimen,,"(Ochsenheimer, 1808)",Lepidoptera
3051996,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon (Poda, 1761)""]}, ""preservative"": ""Dry - mounted""}",51 13 16 N,08,Europe,00113707-5b6a-45ba-978d-735de8c5da24,,,,,51.221,,,,,08,,,"Lysandra coridon (Poda, 1761)",,,,1912,,,NHMUK:ecatalogue:5635083,,coridon,,BMNH(E),Europe; United Kingdom; England; Surrey; Gomshall,,,,,,,United Kingdom,-0.448,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1287515,000 26 53 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"(Poda, 1761)",Lepidoptera
3090079,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon (Poda, 1761)""]}, ""preservative"": ""Dry - mounted""}",51 38 17 N,08,Europe,000c928d-b912-4cb8-8853-e7e6079e388c,,,,,51.638,,,,,05 - 15,,,"Lysandra coridon (Poda, 1761)",,,,1929,,,NHMUK:ecatalogue:5683520,,coridon,,BMNH(E),Europe; United Kingdom; England; Gloucestershire; Wotton-under-Edge,,,,,,,United Kingdom,-2.3512,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1337492,002 21 04 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,Perkins; Perkins,Insecta,Specimen,,"(Poda, 1761)",Lepidoptera
1765479,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2014-02-26"", ""gbifid"": 1265630682, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pararge aegeria tircis (Godart, 1821)""]}, ""preservative"": ""Dry - mounted""}",52 28 26 N,,Europe,0017ae7f-8973-43ae-8258-fde9f6030174,,,,,52.474,,tircis,,,,,,"Pararge aegeria tircis (Godart, 1821)",,,,,,,NHMUK:ecatalogue:3003286,,aegeria,,BMNH(E),Europe; Republic of Ireland; Tipperary; Tipperary,,,,,,,Republic of Ireland,-8.162,Pararge,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,,BMNH(E)1092252,008 09 43 W,,,,2015-08-13,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,"(Godart, 1821)",Lepidoptera
3117602,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-14"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Leptidea sinapis sinapis Linnaeus, 1758""]}, ""preservative"": ""Dry - mounted""}",51 06 41 N,05,Europe,000b8456-ca83-4983-8914-4738de5ada35,,,,,51.1113,,sinapis,,,29,,,"Leptidea sinapis sinapis Linnaeus, 1758",,,,1934,,,NHMUK:ecatalogue:5630853,,sinapis,,BMNH(E),Europe; United Kingdom; England; Surrey; Chiddingfold,,,,,,,United Kingdom,-0.6282,Leptidea,Pieridae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Pieridae,,BMNH(E)1375516,000 37 42 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"Linnaeus, 1758",Lepidoptera
1770150,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2015-07-20"", ""gbifid"": 1265635180, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Colias croceus ab. divisa Rocci, 1920""]}, ""preservative"": ""Dry - mounted""}",50 48 45 N,,Europe,00092246-522d-4cc6-be74-369ebaa38bbe,,,,,50.8124,,,,,,,,"Colias croceus ab. divisa Rocci, 1920",,,,,,,NHMUK:ecatalogue:5690532,,croceus,,BMNH(E),Europe; United Kingdom; England; West Sussex; Climping,,,,,,,United Kingdom,-0.5783,Colias,Pieridae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Pieridae; Coliadinae,,BMNH(E)1120246,000 34 42 W,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,S Russell; Russell,Insecta,Specimen,,"Rocci, 1920",Lepidoptera
3121018,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-21"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Plebejus argus argus""]}, ""preservative"": ""Dry - mounted""}",50 34 19 N,07,Europe,001fdbec-de3f-4b24-a713-f4a454cac4d8,,,,,50.572,,argus,,,15,,,Plebejus argus argus,,,,1932,,,NHMUK:ecatalogue:5711928,,argus,,BMNH(E),Europe; United Kingdom; England; Devon; Dartmoor,,,,,,,United Kingdom,-3.9211,Plebejus,Lycaenidae,,Insecta; Lepidoptera; Lycaenidae; Lycaeninae,,BMNH(E)1370113,003 55 16 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,R C. Perkins; Perkins,Insecta,Specimen,,,Lepidoptera
3122023,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",50 34 56 N,07,Europe,0014607a-223b-4530-9716-3492d127a313,,,,,50.5823,,britanniae,,,,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1910,,,NHMUK:ecatalogue:3038521,,tithonus,,BMNH(E),Europe; United Kingdom; England; Devon; Dawlish,,,,,,,United Kingdom,-3.4644,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1084128,003 27 52 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,C P Pickett; Pickett,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3035303,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Plebejus argus argus""]}, ""preservative"": ""Dry - mounted""}",53 24 36 N,08,Europe,00082bea-1b54-4dd3-852c-5e10784a3af6,,,,,53.4099,,argus,,,,,,Plebejus argus argus,,,,1939,,,NHMUK:ecatalogue:5673397,,argus,,BMNH(E),Europe; United Kingdom; England; Lincolnshire,,,,,,,United Kingdom,-0.2329,Plebejus,Lycaenidae,,Insecta; Lepidoptera; Lycaenidae; Lycaeninae,,BMNH(E)1360490,000 13 58 W,,,,2016-06-16,,,,,NHMUK,,,,,North Lincolnshire,England,,,,G E. Hyde; Hyde,Insecta,Specimen,,,Lepidoptera
3035826,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pyronia tithonus britanniae (Verity, 1914)""]}, ""preservative"": ""Dry - mounted""}",,07,,001c4725-3626-4aad-9f8f-7ed3feffa15f,,,,,,,britanniae,,,17,,,"Pyronia tithonus britanniae (Verity, 1914)",,,,1935,,,NHMUK:ecatalogue:3043125,,tithonus,,BMNH(E),,,,,,,,,,Pyronia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1105632,,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,,Insecta,Specimen,,"(Verity, 1914)",Lepidoptera
3140791,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-22"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Plebejus argus argus""]}, ""preservative"": ""Dry - mounted""}",50 52 35 N,07,Europe,000e3138-f7ae-4f5e-979f-13dfc40cc3fe,,,,,50.8765,,argus,,,17,,,Plebejus argus argus,,,,1913,,,NHMUK:ecatalogue:5721737,,argus,,BMNH(E),Europe; United Kingdom; England; Hampshire; New Forest National Park,,,,,,,United Kingdom,-1.6315,Plebejus,Lycaenidae,,Insecta; Lepidoptera; Lycaenidae; Lycaeninae,,BMNH(E)1366279,001 37 53 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,W Rait Smith; Rait Smith,Insecta,Specimen,,,Lepidoptera
3063441,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-15"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lycaena phlaeas eleus (Fabricius, 1798)""]}, ""preservative"": ""Dry - mounted""}",51 34 33 N,08,Europe,000f4dcf-52de-4c66-a45e-64fa7aa80d49,,,,,51.5759,,eleus,,,,,,"Lycaena phlaeas eleus (Fabricius, 1798)",,,,1940,,,NHMUK:ecatalogue:5638957,,phlaeas,,BMNH(E),Europe; United Kingdom; England; Greater London; London,,,,,,,United Kingdom,-0.4212,Lycaena,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Lycaeninae,,BMNH(E)1294682,000 25 16 W,,,,2016-06-16,,,,,NHMUK,,,,,Ruislip,England,,,,,Insecta,Specimen,,"(Fabricius, 1798)",Lepidoptera
3163675,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-26"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Coenonympha tullia davus (Fabricius, 1777)""]}, ""preservative"": ""Dry - mounted""}",54 15 08 N,06,Europe,00214cfa-6011-47f7-a29e-1468eb7da992,,,,,54.2523,,davus,,,23,,,"Coenonympha tullia davus (Fabricius, 1777)",,,,1912,,,NHMUK:ecatalogue:3000412,,tullia,,BMNH(E),Europe; United Kingdom; England; Cumbria; Witherslack,,,,,,,United Kingdom,-2.8764,Coenonympha,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1098062,002 52 35 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,W.B.P.; W.B.P.,Insecta,Specimen,,"(Fabricius, 1777)",Lepidoptera
1773271,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2014-02-26"", ""gbifid"": 1265638308, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Maniola jurtina insularis Thompson, 1969""]}, ""preservative"": ""Dry - mounted""}",51 04 53 N,,Europe,0000aefe-0569-4b8a-b7ad-33d42c127ac1,,,,,51.0814,,insularis,,,,,,"Maniola jurtina insularis Thompson, 1969",,,,,,,NHMUK:ecatalogue:3004699,,jurtina,,BMNH(E),Europe; United Kingdom; England; Kent; Folkestone,,,,,,,United Kingdom,1.1695,Maniola,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,,BMNH(E)1077835,001 10 10 E,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,C P Pickett; Pickett,Insecta,Specimen,,"Thompson, 1969",Lepidoptera
3122053,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-16"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Ochlodes venata (Bremer & Grey, 1853)""]}, ""preservative"": ""Dry - mounted""}",51 13 21 N,07,Europe,0017f66a-4cf1-4f9b-b394-67799b9fca81,,,,,51.2225,,,,,,,,"Ochlodes venata (Bremer & Grey, 1853)",,,,1907,,,NHMUK:ecatalogue:5650357,,venata,,BMNH(E),Europe; United Kingdom; England; Kent; Deal,,,,,,,United Kingdom,1.4017,Ochlodes,Hesperiidae,,Insecta; Lepidoptera; Hesperioidea; Hesperiidae; Hesperiinae,,BMNH(E)1338928,001 24 06 E,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"(Bremer & Grey, 1853)",Lepidoptera
3099433,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-27"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Pararge aegeria tircis (Godart, 1821)""]}, ""preservative"": ""Dry - mounted""}",54 09 19 N,07,Europe,000546bc-adb2-400f-8a62-4caafd8c59a3,,,,,54.1553,,tircis,,,,,,"Pararge aegeria tircis (Godart, 1821)",,,,1928,,,NHMUK:ecatalogue:3054921,,aegeria,,BMNH(E),Europe; Republic of Ireland; Sligo,,,,,,,Republic of Ireland,-8.6065,Pararge,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Nymphalidae; Satyrinae,,BMNH(E)1092262,008 36 23 W,,,,2016-06-16,,,,,NHMUK,,,,,,,,,,B Coppeard; Coppeard,Insecta,Specimen,,"(Godart, 1821)",Lepidoptera
3044166,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Erebia epiphron mnemon (Haworth, 1812)""]}, ""preservative"": ""Dry - mounted""}",54 28 14 N,06,Europe,00172882-3ef2-496b-87e8-98959085ab47,,,,,54.4706,,mnemon,,,,,,"Erebia epiphron mnemon (Haworth, 1812)",,,,1896,,,NHMUK:ecatalogue:5692615,,epiphron,,BMNH(E),Europe; United Kingdom; England; Cumbria; Red Screes,,,,,,,United Kingdom,-2.9326,Erebia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1289762,002 55 57 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,H.J.E.; H.J.E.,Insecta,Specimen,,"(Haworth, 1812)",Lepidoptera
3109424,,"{""recordtype"": ""Specimen"", ""created"": ""2014-02-26"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Melanargia galathea serena Verity, 1913""]}, ""preservative"": ""Dry - mounted""}",51 51 51 N,08,Europe,000a31a1-8f28-4d97-a8fa-467c4a741be4,,,,,51.8642,,serena,,,01,,,"Melanargia galathea serena Verity, 1913",,,,1962,,,NHMUK:ecatalogue:3000290,,galathea,,BMNH(E),Europe; United Kingdom; England; Gloucestershire,,,,,,,United Kingdom,-2.238,Melanargia,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1069347,002 14 17 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,N A Watkins; Watkins,Insecta,Specimen,,"Verity, 1913",Lepidoptera
1770360,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84"", ""created"": ""2014-02-26"", ""gbifid"": 1265635310, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Aphantopus hyperantus (Linnaeus, 1758)""]}, ""preservative"": ""Dry - mounted""}",51 08 28 N,,Europe,000ccc80-aec4-4449-9dd4-20dc803fc19f,,,,,51.1411,,,,,,,,"Aphantopus hyperantus (Linnaeus, 1758)",,,,,,,NHMUK:ecatalogue:3019744,,hyperantus,,BMNH(E),Europe; United Kingdom; England; Surrey; Cranleigh,,,,,,,United Kingdom,-0.484,Aphantopus,Nymphalidae,,Insecta; Lepidoptera; Papilionoidea; Nymphalidae; Satyrinae,,BMNH(E)1045061,000 29 02 W,,,,2015-08-13,,,,,NHMUK,,,,,,England,,,,A E Collier; Collier,Insecta,Specimen,,"(Linnaeus, 1758)",Lepidoptera
3115890,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-20"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Boloria euphrosyne Linnaeus, 1758""]}, ""preservative"": ""Dry - mounted""}",51 20 54 N,05,Europe,0017003d-1f1f-47cc-852b-3b51cdd0119d,,,,,51.3484,,,,,31,,,"Boloria euphrosyne Linnaeus, 1758",,,,1951,,,NHMUK:ecatalogue:5676029,,euphrosyne,,BMNH(E),Europe; United Kingdom; England; Hampshire; Burghclere,,,,,,,United Kingdom,-1.3223,Boloria,Nymphalidae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Nymphalidae,,BMNH(E)1104278,001 19 20 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,R Saundby; Saundby,Insecta,Specimen,,"Linnaeus, 1758",Lepidoptera
1756372,,"{""recordtype"": ""Specimen"", ""gbifissue"": ""GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK"", ""created"": ""2015-07-20"", ""gbifid"": 1265625323, ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Gonepteryx rhamni rhamni Linnaeus, 1758""]}, ""preservative"": ""Dry - mounted""}",50 58 00 N,,Europe,00244a06-956b-41f3-8308-adda24383fdb,,,,,50.9667,,rhamni,,,,,,"Gonepteryx rhamni rhamni Linnaeus, 1758",,,,,,,NHMUK:ecatalogue:5675962,,rhamni,,BMNH(E),Europe; United Kingdom; England; East Sussex; Heathfield,,,,,,,United Kingdom,0.2564,Gonepteryx,Pieridae,Arthropoda,Arthropoda; Insecta; Lepidoptera; Papilionoidea; Pieridae,,BMNH(E)1083722,000 15 23 E,,,,2015-08-18,,,,,NHMUK,,,,,,England,,,,,Insecta,Specimen,,"Linnaeus, 1758",Lepidoptera
3061858,,"{""recordtype"": ""Specimen"", ""created"": ""2015-07-13"", ""project"": ""iCollections"", ""centroid"": false, ""determinations"": {""name"": [""Lysandra coridon (Poda, 1761)""]}, ""preservative"": ""Dry - mounted""}",52 02 53 N,08,Europe,0018530a-16ef-4995-94ea-952d36ddff29,,,,,52.0481,,,,,,,,"Lysandra coridon (Poda, 1761)",,,,1917,,,NHMUK:ecatalogue:5619278,,coridon,,BMNH(E),Europe; United Kingdom; England; Hertfordshire; Royston,,,,,,,United Kingdom,-0.0241,Lysandra,Lycaenidae,,Insecta; Lepidoptera; Papilionoidea; Lycaenidae; Subfamily unassigned,,BMNH(E)1160923,000 01 27 W,,,,2016-06-16,,,,,NHMUK,,,,,,England,,,,L W Newman; Newman,Insecta,Specimen,,"(Poda, 1761)",Lepidoptera
